airline_sentiment,text
2,yes how about in san diego
0,i cant begin to tell you how slow my planes wifi is i cant even pull up an email  what am i paying  for
2,do we get to pick which show 
0,betsy is the besty gettin stuck at might not be bad for mostbut i want home 
0,we should be landing at ric right now but havent even left atl should have picked delta maybe
0,i have never been mor e disappointed in a company charging  to use your wifi which only works for about  apps parhetic
0, just picked up my bag at seatac all the clothes are soaking wet 
1,would be cool if the best airlines company hooked me up with tickets for vegas 
2,can you help me out with tickets to the vegas event i would be so stoked
0,offering us absolutely nothing for our troubles either blames the 
2,just realized my luv voucher expired today  any chance of getting some luv with an extension please 
0,itd be nice if i could get an answer even a simple no would do i just want to know 
0,after  hours of delays you did make a nice offer for rescheduling me the next day but
1,a nice trip back home after a looong vaca  
0,paid for in flight wifi from austin to san diego  wasnt useable  possible to get a refund conf 
1,it was the usually excellent swa flight
0,you know i you but trying my patience  had easier cheaper ways from tpa to pdx but stuck w u turned my  hrs in mci to 
0,now we have to wait and wait to get it straight i fly you for personal and business but now not so sure 
0,because your gate attendant let someone board whose boarding pass kept reading invalid this messed up the passenger log
0,your wifi experience is terrible  is a ripoff i cant get to or mrn for 
0, what do you know finally lined up like cattle to board my sw flight after original departure time 
2,seems like you could make more money by opening up seats on a more desirable flight
1,jason  at gate in san made my afternoon 
1,thanks for adding straight flights from columbus to oakland
0,where is the great customer service i have come to knowexpect
0,why cant you help me after you made mistake and dropped my early bird check in on your end  where is the luv
0,please do something about the speed of your wifi connections on your planes  it might as well be nonexistent
1,your crew on  tonight was outstanding god bless them and the medically trained passengers on board
2,is there any way to get entry to the las vegas event to see perform 
0,and now no wifi come on
0,on brd nowfrustrated we go  not if tld flt was gng b held earlier would not be a messcng bk unable due to overbk
0, on aircraft change please have a better system in place not worth the paid upgrade 
2,good to know perhaps it was execution then
0,love how you hold flight  in phx for late flight passengers and make us all over an hour late flight great job
1,sorry to spam it would just be so awesome to see in vegas your help would be absolutely amazing
2,can you please dm me i have a question for you 
0,lets chat about flights to and from bwi and the carolina area can a girl get break ive had to resort to usair   a day
2,sent
1, thanks for making new direct flight to san francisco
1,the crew of  has been great to us today traveling from ft lauderdale to louisville with  kids  and under thanks
2,will you please work out a contract with to offer service there
2,please reply to my dm 
2,how do i enter passport information on an existing reservation before check in
2,any way you can help with entry to vegas event my boyfriend amp
1,nvm gate said theyre holding connections thanks for quick response
2,to the rescue sundown in chicago next stop san antonio 
0,yall say flt  is on time yet we havent boarded for a  departure bc we are waiting on a new crew why the subterfuge
0,did yall get rid of the austin to cabo flights all together theres zero nonstop in aug and sept
1,looking forward to the beats music available on my flight today thats pretty cool
1,has some of the best airfare prices gotta luv them 
0,my flt was delayed scheduled to miss my connection can i get some help hhp
